Episode Three,Key,Value,Order 
Cressa1,"Cressa: Hey Lucca. It's me Cressa.",1
Cressa2,"Cressa: My dad said I shouldn't really hang around you. Do you think I should hang around you?",2
Lucca1,"Lucca:hhh...",3
Cressa3,"Cressa: Sorry Lucca, I forgot you can't really talk. That's ok, I like to talk. My dad says most girls like to talk. He tells mom that a lot. He doesn't talk very much but he says that a lot.",4
Lucca2,"Lucca:...",5
Cressa4,"Cressa: I love ponds Lucca. I love how the lilly pads just float on the pond and if the frogs need to take a break the lilly pads keep on floating and help the frogs out all the while.",6
Cressa5,"Cressa: The frogs are kind too though. They never just sit on the lilly pads forever for no reason or make the lilly pads sew clothes to sell or make them wash their frog warts. They just rest a while with them, warts and all, and the lillipads just hold them.",7
Cressa6,"Cressa: Lucca, don't you see? You're my quiet lilly pad and I'm your frog. Hahaha! RIBBIT! Look at my frog warts! EWWW!",8
Lucca3,"Lucca:Hehehee. LLLL... ligerum!",9
Cressa7,"Cressa: LUCCA?!?! How did you do this!! You're amazing!!!",10
Gbg1,"Dark Hood : Yes, Lucca, you are.",11
Gbg2,"Dark Hood : Lucca, I need you to come with me... calmly. I'd try and take you but you might accidentally cause a serious problem. Will you come?",12
Gbg3,"Dark Hood : I figured. No one ever goes on the first ask do they? Not in the stories, not in real life. I'll be back in time, but first I'm going to leave you and your friend here with something that will make you wish you had come along. Remember, what I can do, I can undo... bye.",13
Lucca4,"Lucca: ...",14
Lucca5,"Lucca: Hmmph!",15
Cressa8,"Cressa: mmhmm!!!",16
cressaDad1,"Cressa's Dad: Cressa! What are you doing up here? Er... hey Lucca. Cressa what did I tell you?",17
cressaDad2,"Cressa's Dad: Cressa? Answer me... what's happened to you?",18
Cressa9,"Cressa: ...",19
cressaDad3,"Cressa's Dad: You... you did this. You're not just a freak you're a contagious freak! Curse you... CRESSA, WITH ME.",20
cressaDad4,"Cressa's Dad: And now she can't help me sell anything in my shop or run errands. She hasn't spoken since she was with your boy at the pond.",21
Mallurian1,"Mallurian: I understand that, but correlation does not equal causation.",22
cressaDad5,"Cressa's Dad: Say what?",23
Mallurian2,"Mallurian: Well, what I meant is. You're an idiot.",24
Sen1,"Sen: MAL!",25
cressaDad6,"Cressa's Dad: You think just cause you can say words I don't understand you are better than me? Please Mal, I know what you were, what you are. And what use is Cressa to me now? She was barely useful before.",26
Mallurian3,"Mallurian: What... use? If I were this person you so glibly insinuate I am I'd run you through; but I have the moral high ground right now and I kind of like it.",27
Mallurian3.5,"Mallurian: After all, usefulness is not what makes us human, what makes us better or good. Not every person, let alone a child, is meant to contribute to the Gross Kingdom Product.",28
cressaDad7,"Cressa's Dad: Yeah, maybe not, but those are just pretty words. You think you're so charitable, so good? Well here's some words we both know: take her. Let's see how you deal with a second silent mouth to feed.",29
Sen2,"Sen: Yes, a thousand times yes. Now get out of my house.",30
cressaDad8,"Cressa's Dad: wha... you will?",31
Mallurian4,"Mallurian: You forgot the second part of what she said. Leave the girl and get out.",32
Sen3,"Sen: It's alright love. You are safe and welcome here.",33
Mallurian5,"Mallurian: Sen, you know what this means. I thought we'd be able to make it through the winter via proper means but at this rate we'll have to see what we can... acquire.",34
Sen4,"Sen: I thought you were done with 'acquisitions'.",35
Mallurian6,"Mallurian: I know,and I am. But... what I'm saying is... I'm not.",36
Sen5,"Sen: Sigh... Lucca, I need you and Cressa to stay with Uncle Drox and Balor for a bit. Alright, Mal, to the caves we go.",37
Hench11,"Aviator: Lady Callous, I present you with the new recruits. ",38
Callous1,"Callous: I can see that.",39
Callous2,"Callous: What's that on your eye?",40
Recruit1,"Recruit: I lost my eye in that last skirmish, but I made it out. They let me use one of your old patches to protect it.",41
Callous3,"Callous: Good, I'm glad you made it out. You will have to be extra careful now as you have a blind side that can leave you exposed.",42
Recruit2,"Recruit: Callous... why?",43
Callous4,"Callous: Why, I taught you to parry, but you chose to faint. Now my blade is a brush and your blood is the paint. ",44
Hench12,"Hench1: Good one Lady Callous, hold on hold on. Ok... THEY MAKE GRAB, I MAKE STAB, NOW THEIR FUTURE IS DRAB. ",45
Callous5,"Callous: ahem, as I was saying: The male lion sleeps all day, but the hyena... her eyes light the darkness of the jungle night. Now back to it boys. ",46
